,data
38134,khách 80 mẫu này còn hàng ko shop
38135,khách 659 phường bến thành
38136,khách 9211 vs lại hôm trươ c đơn hàng của e shop tính dư 10k có 1 món hàng cái quần bị rớt nu t nữa
38137,khách 13076 shop ơi
38138,khách 949 sét này còn k c
38139,khách 12672 chị mua tặng sn cháu gái nó rất thích mẩu này
38140,khách 2280 ok
38141,minh nhi v bỏ vào cái đen cho c nha
38142,khách 1454 mẫu này còn k chốt cho mình luôn ạ
38143,khách 3978 báo e nha
38144,khách 5092 có size k ạ
38145,khách 11479 c oi
38146,Sao  e dat mãu trắng mà shop giao mẫu hong cho e v
38147,khách 5363 đầm bn vậy sh
38148,sao e chốt set rêu -mà giao em set nâu sẫm v shop
38149,xuân hoa quần nay c phuong live con k c
38150,khách 5669 cho mình xin giá kèm tổng bill hết bao nhiêu để mình chuẩn bị tiền nha shop
38151,khách 730 c ck rồi e nhé
38152,Sao  e dat mãu đỏ mà shop giao mẫu vàng cho e v
38153,khách 8323 c đặt áo này mà đi gửi áo khác cho c là sao trong khi chốt đơn c đã báo là áo sơmi 145 roi ok roi lại đi chốt áo khác cho c
38154,khách 1340 098823540
38155,khách 4981 hàng bị lỗi
38156,khách 4534 zạ
38157,"Shop giao lộn màu cho em r , mẫu này em đặt màu rêu s giao màu ca hoi "
38158,van nguyen kg mua áo đen
38159,khách 183 e thích quá
38160,khách 396 này bn ạ
38161,khách 4695 tân quảng eatoh krông năng đăk lăk
38162,khách 1549 e lây hoa vàng nhe
38163,khách 4081 shop oi mình mới nhận set này mà 1 bên tay ko có nút
38164,khách 937 xin giá váy
38165,khách 4872 áo dang mak bao nhju ak
38166,an an c ơi còn sét này không ạ em lấy ạxxxxx
38167,khách 792 đầm còn size s ko ạ
38168,khách 12353 ok shop
38169,khách 7007 dạ vâng ạ
38170,"Giao lộn mau cho em r shop, cho em xanh non chuoii lai a"
38171,khách 5825 vải j ạ và có bao nhiêu màu ạ
38172,khách 920 đặt hàng
38173,"Sốp giao nhầm mâux cho e r , em đạt set trắng mà giao set nau den"
38174,khách 3828 em cho lại địa chỉ được không ạ
38175,khách 4543 oke e
38176,khách 10037 b ơi mìn có chốt mẫu này sao chưa gọi chốt v b sđtxxxxx
38177,khách 735 đơn sau của c nhận dc 2 ngày rồi
38178,"em cho chị đổi set nude này lấy set xanh co ban với , chị k ưng set nude này"
38179,thu liễu chi oi hồi tối em mua mà k dc chị còn k để cho em size với chi
38180,"màu vàng này trên live nhạt mà sao về đậm quá shop, cho e đổi sang màu nau den với"
38181,khách 497 mẫu này còn ko shop ơi
38182,khách 1328 shop cho mình hỏi sp này giá sao a
38183,khách 9627 cho mình 1 set
38184,khách 512 ship em 1 cái với
38185,khách 728 uhm em
38186,em dạt set caro trắng xanh dương mà shop giao gì kỳ v
38187,minh nhi đơn em chưa gọi chốt v c ơi
38188,khách 4879 giá s shop
38189,khách 4531 em 1m65 50kg size j ạ
38190,khách 8026 shop oi cho mình hỏi váy này size l màu đậm còn ko
38191,khách 719 ok có mấy lần trước bị sót đơn nên hỏi nè
38192,khách 3483 set đó giá bao nhiêu ạ
38193,khách 10612 47 nguyen van cu gia laixxxxx may size e
38194,khách 3834 báo tiène với c
38195,"shop gui nham mau cho em r , em dat ametit mà shop giao den"
38196,khách 684 lấy e thêm cai mắt kinh nay nua di c
38197,khách 5085 e đặt quần này size s ak
38198,"ủa shop , e thấy trên live màu chàm này đẹp lắm mà , sao e đặt về nó đậm v,e đổi màu đc ko
"
38199,khách 454 thấy ngọc yến gọi ui mà rm chưa có nè
38200," cho em vang kim loaii set khác dc k shop , set nay e k thich lam"
38201,kim phuong 99 thới an 16 phường thới an q12
38202,khách 3151 chất vải gì vậy ạ
38203,khách 4057 dạ ok
38204,"shop ơi váy này màu nhung em mặc k đẹp lắm, shop đôi màu trắng cho em dc k ak"
38205,crystal luu là hai quần
38206,khách 1397 cho e xin giá hết 3 mẫu này ln ạ vs mỗi mẫu có màu nào ln ạ
38207,khách 1283 shop oqi live ngày 9 11 chốt chưa shop
38208,khách 2553 150 hàm nghi
38209,khách 10076 chị ơi
38210,khách 12394 ok e nè c cảm ơn e nhé
38211,khách 12679 dạ ok shop
38212,khách 6759 lấy cho chị nhé
38213,"Shop ơi size M mình mặc hơi rộng ,cho m đổi lại size m nha"
38214,khách 894 đầm vàng trền còn đúng ko ah
38215,phạm ý my mình lấy 4 mẫu này va 15 hôp mứt check còn hàng lên đơn cho mình nhé
38216,"S ship nhầm mau cho mình mình , m dat tim mà giao cam , cho mình san hôi lai "
38217,khách 11737 2 sét này bn ạ
38218,khách 9483 100 cái giá bn chị
38219,khách 824 đặt hàng
38220,khách 4028 có ai đang online để chat không
38221,quyên đặng e ko co xai internetbanking ạ
38222,khách 9202 shop ơi mình chốt size s sao lại ship mình size m
38223,khách 1461 sáng mai ship cho e nha
38224,khách 5339 alo shop
38225,khách 9721 shop oi 1m55 54kg eo 75 mặc size gi vạy ạ
38226,vân lê mấy mẫu này còn hk vậy gái ơiiiiiiiii
38227,yen nhu nguyen minh moi mua them 1set đen nay roi có kêu trên rồi
38228,khách 6795 ok
38229,khách 430 ok nhé
38230,oanh nguyễn vậy e lấy c trắng nha
38231,khách 11400 dạ bao nhiêu hết v c
38232,"shop ơi váy này màu hong sam em mặc k đẹp lắm, shop đôi màu trắng cho em dc k ak"
38233,"Shop ơi size m mình mặc hơi rộng ,cho m đổi lại size m nha"
38234,khách 2134 da
38235,khách 940 giá bn ạ
38236,khách 725 ma chưa thấy trả lời
38237,khách 9269 vậy em gửi lại dfija chỉ nào ạ cho xin địa chỉ nhận ạ
38238,khách 4270 shop uiii
38239,khách 160 mau nay con k gia bn shop
38240,khách 889 e nhận được hàng r ạ nhưng áo bị dơ á c
38241,khách 12435 uh e
38242,khách 1429 ho ng ha nh 6 49 đa o ta n phu o c vi nh tp hue xxxxx
38243,khách 9329 chào shop
38244,khách 951 chị lấy 2 mẫu này
38245,gọi chị đi em
38246,khách 13017 shop ơi
38247,khách 4653 ok e
38248,khách 8139 giá sao ah
38249,khách 738 của mình có những món nào vậy shop
38250,khách 5961 mình trả lại đơn hành đó
38251,khách 189 gia sao
38252,khách 5435 bao nhiêu 1 váy vậy em
38253,khách 872 bạn ơi
38254,"cho em đổi mầu này lấy xanh non chuoi được k shop , e mặc k hợp"
38255,khách 403 còn mẫu này ko e
38256,khách 944 c hỏi xem mấy mẫu có mẫu nào còn ko
38257,khách 482 shop oi
38258,khách 3414 alooooo
38259,khách 684 alo c ơi
38260,khách 463 em chưa có đơn trên live ạ
38261,yen nhu nguyen shop moi co nv go i cho t đon
38262,khách 1218 mẫu này bn ạ
38263,"sop oi , nay minh nhạn hàng mà k đúng màu , shop lan tími lại cho m vơi"
38264,"sóp ơi giao sai mầu cho e r, em đặt mầu cam giao màu hat de thế ạ"
38265,khách 494 mình còn mấy bộ này k
38266,khách 5064 chất liệu gì vậy ạ có những size gì ạ
38267,khách 5248 sét bao nhiêu ạ
38268,khách 6026 ko đúng số tiền là sao
38269,khách 683 sao ko thay chốt hàng cho mình vay
38270,khách 782 dc 16 đường tân nhơn phu pphuoc long b q9 cty h b sđtxxxxx
38271,kim di lấy em 1 set body đen khoác nha
38272,khách 1088 cái lớp nhung của quần nó bị bong vải ra r
38273,khách 467 size l
38274,khách 695 khi nào có màu kem chốt e nha
38275,khách 1722 e gọi quài k ai nghe máy hết c ơi
38276,phạm ý my live tối hôm qua đây bạn
38277,song đổi cho ci mẫu khac nhé
38278,khách 2656 giá bao nhiêu v shop
38279,khách 4890 giá ngn
38280,khách 2947 alo
38281,khách 5100 bữa giờ nt shop k tl ạ
38282,khách 3899 set này bnhiu shop ơi
38283,khách 12692 gọi cho c
38284,khách 785 áo này e lấy kem nha c
38285,khách 11247 à bn v ạ
38286,khách 266 shop ở đâu ạ
38287,khách 771 này
38288,Sao  e dat mãu màu nude mà shop giao mẫu vàng cho e v
38289,khách 2584 size m là mấy kg ạ
38290,khách 8037 ok go i r e
38291,khách 10971 ship bn zi e
38292,khách 727 set nay con hok e
38293,Khách 5363: Ảnh trên fb là ảnh thật shop tự chụp đấy ak?
38294,khách 1447 shop ơi
38295,khách 10351 shop ơi
38296,khách 4339 em ơi trả lời tn dùm chị
38297,"màu vàng này trên live nhạt mà sao về đậm quá shop, cho e đổi sang màu oai huong với"
38298,khách 439 cám ơn shop ah
38299,yen nhu nguyen em vừa nghe nói còn mà huu
38300,khách 666 con k
38301,khách 9899 check tn e nha
38302,khách 2575 shop ơi
38303,khách 10930 trả lời e với nha
38304,khách 4010 shop ơi
38305,khách 6928 đổi màu đen lây kenzô
38306,khách 838 áo dài hồng
38307,khách 1270 shop check inb em nhen
38308,nguyen sam liên hệ tư vấn viên
38309,khách 2882 chị muốn đổi sp khác
38310,khách 692 set này còn k em ơi
38311,xuân hoa áo somi đó còn tră ng k ạ
38312,khách 6037 em cứ gửi cho chị nhé
38313,yen nhu nguyen tinh giùm minh xem bao nhieu tien
38314,khách 460 còn m ko ah
38315,khách 10554 dạ
38316,bùi thanh thuy màu đen m
38317,"sop oi , nay minh nhạn hàng mà k đúng màu , shop bei lại cho m vơi"
38318,khách 179 mau nay nhiu kg vua vây c
38319,khách 4812 cho c đặt nha c chưa đặt trên live
38320,khách 1333 còn k ạ
38321,thanh loan mình còn mẫu này k ạ
38322,khách 2140 cảm nhận hàng shop b m nhận hàng về rất hài lòng về sản phẩm chất lượng phom dáng đẹp lắm luôn ạ
38323,khách 755 xóm 3 thôn phước thiện xả bình hải huyện bình sơn tỉnh quảng ngải nguyển thị thương
38324,"Shop giao sai màu cho e r, đặt màu hồng sao giao màu xanh lo"
38325,khách 501 set này còn ko ạ
38326,"cho em đổi màu nu đi, màu cá hồi không có đẹp"
38327,"Shop giao sai màu cho e r, đặt màu hồng sao giao màu xanh lá cây"
38328,khách 460 chưa
38329,antiko saigon kafe 54 vũ huy tấn phường 3 quận bình thạnh
38330,"cho em đổi màu nu đi, màu vang chanh không có đẹp"
38331,khách 10719 da
38332,khách 1363 lấy e sét đỏ size m thui khỏi lấy nâu nha c
38333,minh nhi gọi chốt lại cho c vs cái đầm này nhé
38334,khách 6085 bao nhiêu kí vừa v chị
38335,khách 789 e gui hang cho c nhé e
38336,khách 5013 chị đặt 1 áo l nhed
38337,khách 2437 ok ạ
38338,khách 727 liên hệ tư vấn viên
38339,"sop oi , nay minh nhạn hàng mà k đúng màu , shop vàng kim loạii lại cho m vơi"
38340,"shop ơi em đặt mẫu này màu vàng mà về trông hơi dừ , em đổi qua màu nau sam đc k"
38341,le yen co ve hàng lai ko em
38342,khách 792 bo jum 175 ra dum e nha e moi nhan dc jum 175
38343,khách 3713 màu nào zay em
38344,khách 162 hai mẫu trên nếu còn thì em lấy ạ
38345,khách 1096 nếu còn mẩu này gửi giúp em
38346,shop c đơ i nv go i chô t đơn giu p e a
38347,"Shop gửi lộn sz r , em đặt size l mà shop gửi e sz "
38348,khách 954 c oi
38349,khách 5050 alo
38350,trinh trần cho em đặt hộp quà này 4 hộp ạ
38351,"màu voi voi này trên live nhạt mà sao về đậm quá shop, cho e đổi sang màu nude với"
38352,khách 8889 mặc vừa size nào ạ
38353,khách 1229 ki vay shop
38354,khách 387 nếu hôm nay chưa giao đồ thì mai giao đồ chổ làm cho mình nha shop
38355,em dạt set caro trắng xanh lơ mà shop giao gì kỳ v
38356,"dam nay size XL rong qua e mạc k đc, shop cho e doi size S với"
38357,khách 1440 em lay 2 3 4 5
38358,khách 6209 bn kg vua
38359,mình đặt set này màu dừa cạn mà trông hơi già
38360,khách 4187 ok shop
38361,bé hoà lấy e size m ship trong hnay được ko shop hay shop ở đâu e qua lấy
38362,khách 5640 chất liệu gì ạ
38363,khách 2506 con tim ko c
38364,khách 765 rep giúp e
38365,khách 1024 caia nào còn shop ơi
38366,khách 666 đặt hàng trên inbox
38367,lê pi mẫu này còn k chị
38368,khách 830 chuyển chị về 16 trương công định nha
38369,khách 771 bạnnowi
38370,khách 2792 cho e 1 cai mau naxxxxx
38371,khách 9460 gửi vậy thì phí ship shop trả đúng ko
38372,khách 592 mẫu này còn hk shop ơi
38373,khách 8503 ok c
38374,khách 10320 c oi
38375,khách 1436 4 10a hoàng bá bích phường long bình biên hoà đồng nai
38376,"em cho chị đổi set mong ket này lấy set trắng với , chị k ưng set mong ket này"
38377,khách 659 em ơi đầm này cái lưng váy nó rộng hơi tuột đổi c được k e
38378,"Shop giao sai màu cho e r, đặt màu hồng sao giao màu cam"
38379,khách 9563 ok bn
38380,khách 3739 giá nhiu vay shop
38381,khách 6388 cảm ơn e
38382,khách 782 còn bộ này để e size m
38383,crystal luu mẫu này cung hết hả
38384,"trangi em dam nay mau reu dc k shop, mau nay ken da qua"
38385,khách 713 alo
38386,khách 444 còn mấy mẫu trước không gọi mình luoin
38387,"cho em đổi mầu này lấy vang được k shop , e mặc k hợp"
38388,hiền chocola đầm này còn k ạ
38389,mai nguyen k cho kiem hang thi giao sao bit dung mau hay du k
38390,"E đặt mầu bạc , shop giao lộn em màu vàng , đổi lại cho em với ạ"
38391,"cho em đổi mầu này lấy màu đỏ thắm được k shop , e mặc k hợp"
38392,khách 1039 ok chốt 2 cái màu nude
38393,khách 8506 shop chốt đơn áo dài đỏ cho m nhé
38394,"S ơi, gửi sai màu cho em rồii e đặt bac gửi em màu cam v"
38395,châu ngọc liên hệ tư vấn viên
38396,khách 4533 e ơi
38397,khách 6343 ok thanks shop nha
38398,khách 1104 cho chị đặt 1 cái đi em
38399,khách 13017 shop ơi
38400,"nay minh nhan hang mà size xl ben shop chat qua , m doi lai size S dc k"
38401,khách 2559 chua 80 nguyễn thi tần p2q8xxxxx
38402,mỹ trang ghhh
38403,khách 11224 thiếu mất cái chân váy 120k á
38404,mình đặt set này màu xanh lá cây mà trông hơi già
38405,khách 10632 ok c cảm ơn e nha
38406,kim di áo trắng kia thôi áo thun hươu cao cổ khỏi đâu
38407,khách 742 c nhận được áo koacs rồi nhưng sao áo bị dính mực e ơi
38408,khách 945 ok lay 2 mau nhe
38409,yen nhu nguyen con sét nay ko em
38410,đỗ hoài phương boutique đơn hàng mình gửi về shop đỗ hoài phương đ c 67 4 đường 30 4 kp2 phường trung dũng tp biên hòa đồng nai sdt xxxxx ghi chú giúp em là hàng lỗi bên dưới cục hàng kèm theo tờ bill tiền ngoài cục hàng và để đầy đủ thông tin giúp e ạ tên facebook đặt hàng sđt đặt hàng phí ship hàng lỗi bên e sẽ chịu trường hợp bên giao hàng bắt trả trước thì để thu hộ tiền ship giúp e nhé luu ý mình không gui bên giao hàng nhanh giúp e vì phí rất cao và không thu cod giá trị hàng sau khi nhận được hàng c gửi về bên e sẽ gọi lại và giải quyết cho c luôn ạ
38411,"shop ơi váy này màu đen em mặc k đẹp lắm, shop đôi màu lan tim cho em dc k ak"
38412,vo thu vest con l ko e
38413,"em mặc màu cam này k hợp lắm, cho e đổi sang màu lam sẫm dc k s"
38414,quyên đặng e cug sơ v nen ra shop thu cac quan size deu chật het do
38415,Khách 2568: Có hình thật cho em xem k sj
38416,an an bắt đầu
38417,khách 7143 ok shop
38418,khách 12917 đầm đen m giá bao nhiêu ak
38419,khách 789 shop cư báo đơn cho c nha
38420,khách 1629 alo
38421,khách 1395 58kg mặc sz gì ạ
38422,"màu kem này trên live nhạt mà sao về đậm quá shop, cho e đổi sang màu nude với"
38423,khách 646 còn k c
38424,khách 2113 oke
38425,"shop ơi váy này màu men ngoc em mặc k đẹp lắm, shop đôi màu trắng cho em dc k ak"
38426,khách 658 liên hệ tư vấn viên
38427,"Shop giao sai màu cho e r, đặt màu cham sao giao màu trắng"
38428,khách 917 lấy áo trắng nhe
38429,khách 8457 checib xem dùm c 2 mẫu này đơn hàng từ hôm bữa t5 roiif đó e
38430,khách 4326 alo ak
38431,em dạt set caro nhung đen mà shop giao gì kỳ v
38432,khách 684 dạ cho e stk nhe
38433,khách 154 e có chốt dc cái này size m
38434,tina tran 731 đường 2 4 vĩnh thọ nha trang
38435,khách 922 mẫu dưới hết ak e
38436,mỹ trang 20k e ơi
38437,khách 6181 oke shop
38438,minh nhi giao sai sp cho c rôi nhe
38439,khách 732 ủa vậy hả tại lúc coi live bị ẩn cm chốt ko dc nên phải chốt ib
38440,liêu bảy địa chỉ 2252 ấp 4 vĩnh lộc b bình chánh
38441,khách 1949 có mấy size bạn nhỉ
38442,khách 692 check ib giúp c
38443,khách 945 vest vàng
38444,nguyễn thùy đây e chốt bill giúp chị chị ck luôn nha
38445,khách 7875 váy nay sao bên sau vạt cao vạt thấp ạ
38446,khách 557 đầm này còn k shop
38447,khách 1117 cho e xin giá ạ
38448,khách 11441 ki qua bua gio chi dat n v co goi nhung kg thay gui hang
38449,khách 8077 e ko nhầm vì đã coi live lại chứ k phải sợ nghe nhầm check lại giúp e chứ kiểu này hoài sao mà e mua đc hành
38450,khách 1310 mẫu này còn hok shop
38451,khách 439 dạ gọi hom t6 r ạ
38452,khách 1339 al mẫu này còn k shop hồi tối chị k đặt dc
38453,khách 11912 ok chi
38454,khách 771 theo địa chỉ và số dt này nha em
38455,minh nhi alô em
38456,khách 791 e cmt k kịp ak
38457,"nay minh mới nhận hàng bên shop mà thay giao sai màu , shop kakii lai cho e với"
38458,khách 922 con set đen ko b
38459,khách 5207 ok em
38460,khách 853 còn sét này lấy cho em thêm sét này nữa nha
38461,c goi lai shop doi side cho c nhe
38462,hoàng quyên mai mình nt lại ạ
38463,khách 999 e ơi
38464,khách 1965 shop ơi
38465,khách 553 cho e hỏi mẫu này bên mình còn ko ạ
38466,khách 9683 lấy 5 mẫu này sỉze m
38467,"cho em đổi màu xám này lấy màu da cam đc k , màu xám làm tối da quá"
38468,khách 840 chát liệu j z ạ
38469,khách 5317 ok sh
38470,khách 11118 lúc trước mình mua hàng shop cũng nhiều nhận hàng lúc nào cũng ưng mà giá rẻ nữa
38471,khách 2527 e để c set vàng cũng đc nha
38472,khách 10968 size rộng ko e
38473,khách 727 51kg
38474,khách 7560 mới nhận hàng mà nó hơi rộng ạ
38475,khách 4791 chốt cho c 2 màu vàng đỏ này nha
38476,khách 844 minh 50ky cao 1m54 mac mau nay ok ko b
38477,khách 2530 váy này còn k ạ
38478,"shop ơi em đặt mẫu này màu vàng mà về trông hơi dừ , em đổi qua màu tim đc k"
38479,khách 8457 e gởi về cho c tới 3 sét nên c trả lại 1 đơn 1 sét riêng ah còn nhận 1 đơn 2sét này nha e
38480,khách 10328 alo shop đơn hàng của mình hôm thứ 6 tức là lễ shiper gọi giao nhưng mình k có chỗ cty mình hẹn thứ 7 mình lấy nhưng hôm nay vẫn k thấy ship rới mình gọi cho ship nhưng họ cũng k nghe máy
38481,khách 921 chị mới nhận cái đâm tưa chỉ tùm lum
38482,khách 187 ship cod ra hà nội bn shop
38483,khách 6975 đổi sang set này còn hàng k
38484,"màu do tham này trên live nhạt mà sao về đậm quá shop, cho e đổi sang màu nude với"
38485,khách 850 shop xem giúp những mẫu mình vừa nhắn còn mẫu nào ko nhe ship địa chỉ cũ giúp mình 120 3 30 trần hưng đạo q1xxxxx tks
38486,khách 13205 shop gọi lại chốt giúp mình nhé đ
38487,"em nhận hàng nhưng ko đúng maaux e đặt , shop đổi lại cho e v
bữa e đặt  mẫu man mà nay lại nhận mẫu xanh này , shop ktra lại dùm e"
38488,khách 728 chị chuyển luôn á
38489,sao e chốt set rêu -mà giao em set ca hoi v shop
38490,khách 2032 đụng rồi
38491,sori nguyen mẫu này còn k shop để mình 1 cái
38492,khách 442 lay e set này ạ
38493,khách 1005 em ơi tối qua chị có đặt mua a1 và a2
38494,khách 721 tks shop ạ
38495,khách 3862 em xem tn coi dùm c 3 mẫu này có size l cho c ko nha
38496,khách 8062 hello shop
38497,khách 11417 dam nay gui sai
38498,khách 1207 gửi nhầm size cho em rồi shop
38499,khách 8283 shop check ib giúp mình nhé
38500,Bữa shop chốt em màu nau sam rồi sao nay lại gửi màu đỏ vậy
38501,khách 1270 hi shop
38502,"Ủa shop , em đặt mẫu lam sam sao giao mẫu cam "
38503,khách 5149 e oie
38504,Khách 2472: Hình thật cho mình xem voi ạ
38505,"S ơi, gửi sai màu cho em rồii e đặt trắng gửi em màu luc bao v"
38506,khách 738 cho hỏi sdt này fai của shop ko nhé
38507,khách 2536 váy này còn sz m k ạ
38508,khách 5626 e đã gọi lại ship bữa giao sao giờ hành chánh nhắc lại đơn bữa t4 và hôm nay nhưng ship nói k giao dc với lí do đi quận 4 và quận 1 k qua quận 7
38509,kim van hi quần jeans còn k c
38510,khách 12430 ok hằng
38511,khách 6243 dạ chị
38512,khách 5256 ok cam on e
38513,khách 692 mẫu này còn ko shop
38514,"cho em đổi màu xám này lấy màu vàng chanh đc k , màu xám làm tối da quá"
38515,khách 738 shop ơi còn thiếu set váy dập li đỏ
38516,"em mặc màu bac này k hợp lắm, cho e đổi sang màu vang dc k s"
38517,khách 673 shop oi
38518,khách 9280 bn a
38519,trần quyên 1 cai size s nhe
38520,khách 11531 thường chị mua đô bên e hằng nói eo 72 là chị vừa k à mà lần này chị cũng mua như vậy mà k vừa
38521,mymy chen ok shop
38522,khách 11907 gửi lộn mẫu cho chị rồi em ơi
38523,khách 695 hôm bữa đọc tên rồi mà k thấy gọi chốt
38524,minh nhi c co đặt nay ma b chốt đơn xót
38525,nhà trọ bảo anh khu phố 1 phường 5 thị xã gò công tiên giang
38526,khách 10900 ok b
38527,"Sốp giao nhầm mâux cho e r , em đạt set nau den mà giao set do"
38528,"em mặc màu cam này k hợp lắm, cho e đổi sang màu tia dc k s"
38529,khách 9581 ok e
38530,alice nguyễn vậy chốt áo cho mình nhe
38531,khách 3006 địa chỉ sh ở đâu ạ
38532,minh nhi báo bill luôn nha
38533,khách 732 shop oi shop giao nhầm 2 bộ cho mình rồi ạ
38534,khách 1342 áo dài này còn k e ơi
38535,khách 1075 giá bn vậy e
38536,khách 1039 đam đenxxxxx 175 8 a p 3 xa hie p phu o c nha be tphcm
38537,khách 713 shop
38538,khách 997 hồi tối e có đặt mèo trắng giá 120k ạ dồn chung đơn này cho e luôn ạ
38539,khách 1985 bn vậy c
38540,khách 10625 set đẹp quá mắc cái bị thủng chị tiếc nên may thêm cái cúc chèn lên lỗ thủng rồi mặc ai cũng khen đẹp nói giá ai cũng bất ngờ ko tin feedback hình lại cho shop em nè
38541,khách 12652 rách 2 lỗ luôn ạ
38542,khách 937 bắt đầu
38543,khách 814 còn mấy mẫu này cho c vơid
38544,oanh nguyễn 2 này nè pé iu
38545,khách 10046 alo
38546,khách 4390 luc c đặt là bên e sale ko có mặc nên c ko biết
38547,khách 8405 chị ơi e đặt bên chị 2 cái váy mà sáng nay e nhận hàng xong thanh toán 415k khui ra có 1 cái váy à
38548,nguyễn hang kt lại dùm chị cám ơn
38549,khách 190 ở ngoài màu k đẹp lắm ạ
38550,khách 956 túi này còn k chị
38551,"S ơi, gửi sai màu cho em rồii e đặt trắng gửi em màu dừa cạn v"
38552,vân lê c lấy
38553,khách 753 áo này mã 09 mới đúng bên em để lộn mẫu áo rồ
38554,"cho em đổi mầu này lấy nhung được k shop , e mặc k hợp"
38555,khách 3455 giao cho mình 1 cái dchi cũ nha
38556,khách 1331 con gữi cho e nhé
38557,khách 683 quần áo side l het nha
38558,khách 3291 c gọi lại shop liền 2 3 lần luôn mà shop kp nghe máy
38559,đỗi b10 lấy b7z m
38560,khách 1440 đầm còn khong chi
38561,đổi qua mẫu này đc ko e
38562,khách 3821 dạ co
38563,khách 1043 set này còn k shop ơi
38564,khách 6256 báo giá 2 đàm e ơi
38565,yen nhu nguyen ok
38566,khách 8816 eo thì vừa nhưng mà ngực bị tức
38567,"Ủa shop , em đặt mẫu hồng sao giao mẫu xanh chuối "
38568,khách 1629 2 váy nha s ship e ạ màu xanh đỏ xxxxx
38569,"Shop giao lộn màu cho em r , mẫu này em đặt màu rêu s giao màu xanh la cay "
38570,cindy suong nó hở quá trời
38571,khách 495 gửi e hai mẫu này đi chị
38572,khách 683 mau trắng
38573,khách 1597 2 set này giá bao nhiêu vậy shop
38574,khách 927 đầm này còn ko em
38575,khách 6670 rep giúp e
38576,khách 753 coi đầm này còn o em nhận viên gọi chốt đơn nói chị giử hình
38577,khách 3229 vâng
38578,khách 727 ok cảm ơn em
38579,mymy chen như vậy tính 99k ko được hả shop
38580,khách 3512 chất có co giãn k shop
38581,khách 12329 mấy ngày rồi sao k thấy ai gọi
38582,khách 12537 rách này dó bị bung chỉ vải
38583,khách 737 đông ho nua e
38584,khách 5733 cả 2 mẫu bằg tiền nhau ạ
38585,khách 7174 oki nè
38586,"shop ơi váy này màu xanh da trời em mặc k đẹp lắm, shop đôi màu trắng cho em dc k ak"
38587,khách 7030 quần này giá nhiu e
38588,khách 1591 cho e hỏi bên c size l nhiêu kg vừa ah
38589,khách 1315 mẫu này bên shop còn ko ank
38590,khách 5570 a lo ạ
38591,tổ 52 kv 6 phường nhơn bình tp quy nhơn
38592,gọi cho chị số điện thoạixxxxx
38593,khách 3381 e
38594,khách 1517 còn dung ko bạn
38595,khách 5456 e oi
38596,khách 1783 cho mình giá nha shop
38597,khách 2353 em xin giá ạ
38598,khách 8556 có ạ
38599,khách 12319 gọi lại dùm e
38600,crystal luu shop ơi
38601,khách 804 mấy mẫu đó còn ko e ơi
38602,"e dat mau nay size m mà chat qua , cho em doi size s voi"
38603,khách 568 shop báo sớm cho e vs nha
38604,khách 5932 dạ đúng rồi ạ
38605,khách 405 c định mua 2 mẫu này
38606,khách 871 hoa vàng 155k
38607,khách 589 mẫu này còn ko shop
38608,khách 728 ko em
38609,khách 8559 bị lỗi hàng rồi shop
38610,khách 732 vì gửi nhầm nên chị muốn đổi lại thoi chứ ko phải làm khó dễ mà em nc giống như khách sai chứ ko phải bên e
38611,khách 9702 bn vậy shop
38612,khách 3308 mẫu này bên mình giá bn vậy shop
38613,hoa hải đằng ok tks e
38614,khách 658 nên shop dặn khách hàng để tránh bị nhầm lẫn ạ
38615,"em cho chị đổi set nude này lấy set cam với , chị k ưng set nude này"
38616,khách 947 em oi đầm này còn khg có hình thật kg e
38617,giờ mình muốn đổi lại size m
38618,khách 1603 sét này bn ạ có tíh ship hk
38619,khách 2361 cho mình xin giá ạ
38620,bữa s chốt set do tham cho e r mà sao h giao set nude v
38621,khách 12826 thiếu áo ba lỗ
38622,khách 4189 vải này là loai gì ạ
38623,khách 786 ok e
38624,khách 4246 dạ alo ạ
38625,khách 126 shop oi
38626,kim phạm c ơi set này còn ko
38627,khách 5754 mà vải 2 bên khác nhau bên đậm bên thì nhạt
38628,khách 3291 áo shop giao c thiếu núc áo
38629,quyên đặng chôt don giup e nha chi
38630,khách 8924 ok thanks e
38631,"sop oi , nay minh nhạn hàng mà k đúng màu , shop o liui lại cho m vơi"
38632,khách 9627 shop ơi
38633,yen nhu nguyen ok em
38634,khách 92 xử lý mọi vấn đề hang oi xxxxx xxxxx
38635,khách 782 áo này con kg b
38636,khách 61 em coi trong kho còn thì alo chị nha
38637,"-Shop ơi, set này mình mới nhận nhưng thấy k đẹp lắm, shop cho mình đổi qua set khác đc không

-Shop ơi, set xanh non chuoi này mình mặc k hợp lắm,mình đổi sét khác dc k
"
38638,"Sốp giao nhầm mâux cho e r , em đạt set trắng mà giao set bac"
38639,khách 444 shop cho em
38640,khách 807 set này còn ko ạ
38641,khách 165 ok chị
38642,"sốp ơi, cho em đổi màu này lấy màu nau tanin đc k , em k thích màu này cho lắm"
38643,khách 739 minh ko lay nc hoa nua minh lay do dc ko p
38644,shop c
38645,khách 1037 e oi
38646,khách 732 vậy e gửi mứt gấp lại giúp c tại c đang cần gấp
38647,khách 11247 dạ chị gửi cho e với ạ
38648,khách 1539 nhiu ki vừa ạ
38649,khách 937 huế
